,Account group,City,Country,Data line,District,Fax,House number and street,Language,Name 1,Name 2,Name 3,Name 4,Other city,PO Box,PO Box postal code,Postal Code,Region,Search Term 1,Search Term 2,Tax jurisdiction,Telebox,Telephone,Title,Transportation zone,Vendor,Quantity of Milk Purchased (L),Production Volume (L),Inventory Level (kg),Number of Suppliers,Production Efficiency (%),Delivery Time (days),Demand Forecast Accuracy (%),Wastage Rate (%),Supplier Performance Score,Distribution Costs (currency)
2615,9931.0,Pamelaton,Spain,1.0,,3778015536,3685 Kent Fork,English,,Smith,,Craig,West Peggy,3037.0,61403.0,,,interesting,,7907.0,3927.0,(229)241-7489,,1.0,Wilson LLC,4207.0,9461.0,2878.0,18.0,,1.2813918927283496,86.79047541834177,3.5424792938759055,95.5248867023632,3346.8462114759573
2616,9364.0,South Brian,Saudi Arabia,2.0,,,907 Christopher Prairie,French,Tracy,Perez,,Walker,Lake Emilyside,6912.0,29454.0,3974.0,New Hampshire,while,politics,,4653.0,+1-438-460-4607x78335,Mr.,,Smith-White,9123.0,9600.0,2599.0,,,3.990804321957134,88.2630655983652,3.2889798463671784,90.20405430765484,2916.6574948226244
2617,,North Johnstad,Mauritius,,Hawaii,936.068.9786x548,31283 Kevin Plains,French,Angelica,Mcbride,Denise,Peters,New Bradleyhaven,7293.0,70704.0,4953.0,,most,traditional,7237.0,5268.0,(856)297-0779,Mrs.,7.0,"Wang, Ramos and Hanson",2722.0,15377.0,4712.0,,92.52677030184158,4.740165086049992,,4.425203080444526,68.81306803561559,3083.4824346530127
2618,,Rebeccaland,,,Connecticut,671-961-2333x287,8721 Jason River,Spanish,Jillian,Shelton,Kristen,Jordan,,,30362.0,3755.0,New York,rather,,,,5769984025,,10.0,Wilkerson and Sons,9863.0,,3126.0,16.0,95.88526659397132,1.5821352157999278,79.13737802466012,3.5708337415228955,97.73539410854026,4443.121123754071
2619,3167.0,Smithton,Guinea-Bissau,8.0,Colorado,7899822818,20591 Jon Isle Apt. 842,Spanish,,,Mary,Perez,,1267.0,77957.0,2423.0,Mississippi,ahead,answer,,3577.0,+1-893-891-7423x47139,,6.0,,,,,,93.96696189215285,4.876617925625455,81.68529082013774,3.786706365427754,62.045982096124966,4637.4708085222555
2620,9387.0,Denisefurt,Brunei Darussalam,2.0,,+1-509-138-6564,032 Diane Meadow Suite 301,,Emma,Green,Sean,Andersen,West David,4170.0,80385.0,,Indiana,pretty,enter,2557.0,,587.636.1920x58869,,6.0,Murray-Cordova,1066.0,12704.0,1971.0,20.0,,3.4619061226365693,94.50544826904675,4.398612880198833,97.70556918621023,3613.8931162316367
2621,,North Bobland,Cyprus,,Tennessee,453.532.9527x54548,8646 Bennett Viaduct Apt. 361,,Kenneth,Harrison,Mario,Shaw,,3729.0,,2868.0,,personal,style,6814.0,4801.0,083.478.5246x23892,Mrs.,9.0,,,12578.0,3801.0,13.0,95.65186947881784,2.2388274454207355,72.75798325426858,4.852043033934082,78.07597917407512,
2622,7901.0,Jamesview,,7.0,New York,(898)965-5800x5408,1666 Johnson Flat,,Sierra,,Bradley,Butler,Petersonside,5877.0,63564.0,5171.0,,cover,local,6293.0,,+1-853-243-9032x374,Dr.,2.0,Romero Ltd,7980.0,7219.0,2579.0,,85.12656639349058,,,4.321378390629782,99.74057721139343,1436.5006890705008
2623,,Jenniferport,Serbia,5.0,,9866621084,523 Dalton Row Apt. 490,Spanish,Wayne,Cooper,,Adams,,6556.0,96842.0,2874.0,New Hampshire,,,7681.0,5044.0,448-559-0340x82266,Mr.,9.0,Hammond-Carter,,9087.0,2396.0,11.0,96.57622841747127,3.0628987648901287,93.87011882414569,3.5473216387819777,94.48873000374192,3963.088514035647
2624,7021.0,Bruceberg,Korea,7.0,Maine,014.377.3134x47625,49879 Phillip Crest,,,Wright,Mary,Adams,Angelshire,5194.0,32843.0,,Montana,our,out,,1019.0,457.455.1593x9152,,7.0,"Hensley, Mckenzie and Chase",8031.0,10961.0,3073.0,15.0,88.10791035840583,4.02531156608368,93.04832053779272,,76.66558881580625,4944.889062564617
2625,8997.0,Port Alanchester,Pitcairn Islands,,Delaware,(573)071-0016x768,249 Eric Corners,English,,Green,Patricia,Washington,,7417.0,,5971.0,Utah,his,degree,7293.0,5759.0,,Mrs.,3.0,Marsh-Whitney,8814.0,13622.0,2267.0,,,,82.22014275211995,4.820980509919633,68.42063637280141,4984.314782704615
2626,6798.0,Port Marc,Serbia,4.0,,001-030-648-9418x2157,973 Tara Viaduct Suite 129,English,Carl,Schneider,Jessica,,Andrealand,6317.0,80671.0,3194.0,Hawaii,have,station,9088.0,2635.0,+1-994-868-4530x979,Dr.,10.0,Thomas Group,8634.0,12629.0,,17.0,81.69054978968877,4.6848234738732035,85.92052427304549,1.773220727333514,86.30355746315139,3567.6745064979223
2627,3707.0,West Megan,British Virgin Islands,,Oregon,107.424.9220,900 Carrillo Roads Suite 766,English,Elizabeth,Miller,Chelsea,Klein,West Linda,4619.0,97454.0,2502.0,Alaska,first,room,9487.0,,,Mrs.,,"Tucker, Townsend and Strickland",,13758.0,1892.0,17.0,90.50962785498052,1.5944488999470279,74.93428143029968,3.8463974148347773,72.86187359169757,1054.6161602823827
2628,8422.0,Rubenborough,Bahamas,4.0,Kentucky,207-065-5657,8068 Thomas Cove,French,Joanne,Parker,Nathan,Wright,Lake Catherine,4057.0,52659.0,5188.0,Louisiana,decade,responsibility,9155.0,8279.0,,Mrs.,7.0,"Brown, King and Foster",6571.0,7128.0,4907.0,15.0,92.27812233406972,1.1728721776022137,74.68217622939652,1.3479934562736537,99.98712538540521,1552.9784837274742
2629,4314.0,Olsonville,Malaysia,8.0,Vermont,001-914-641-0901,50312 Helen Village Suite 245,Spanish,Yvonne,Aguilar,Rachel,Mason,West Nataliemouth,6050.0,84764.0,4604.0,Wyoming,,ahead,,2727.0,(251)424-1068x211,Mrs.,,,4204.0,7598.0,2878.0,12.0,85.64411552621725,3.6838870260398147,78.2753639312204,1.4755245532018981,84.92275758102247,1623.5006827855614
2630,6062.0,Hallstad,Ecuador,5.0,,9940228771,75101 Joshua Forges Suite 874,,Danny,Lucas,Walter,Daniel,,,,3393.0,Kentucky,as,administration,1501.0,1892.0,406-730-0037x743,Mr.,,Barnes-Anthony,3288.0,7096.0,2006.0,13.0,88.6772853938593,,80.59702295664896,3.4494968750995163,95.44919462006683,3340.64022430854
2631,7670.0,Roweshire,Slovakia (Slovak Republic),5.0,Pennsylvania,(005)297-4016x30599,349 Nicholas Isle Apt. 354,German,,Floyd,,Martin,North Stuartmouth,9653.0,58492.0,,North Dakota,,pass,5199.0,9434.0,+1-487-429-0677x44058,,8.0,Alvarez PLC,,10647.0,,19.0,97.76050180044285,1.1676065895929035,94.54893349647458,1.146991403131321,76.44293073223416,2881.054021462096
2632,,,Somalia,10.0,,(884)587-1234x0121,,,Anita,Williams,Jason,Robinson,North Nicholas,9261.0,85262.0,4053.0,,talk,,,,190.018.9828,Mr.,5.0,,7850.0,,2087.0,16.0,90.14481445352513,4.197282715741016,89.97988547973856,1.444628291308025,66.40469762914584,3204.049276224329
2633,8223.0,East Pamelaberg,,6.0,Delaware,,563 Wood Pike,French,,Garcia,Adam,Shaw,Ruizstad,8424.0,33037.0,1150.0,,,picture,4894.0,7964.0,(041)631-6338x25011,Dr.,8.0,Griffin and Sons,,15401.0,1604.0,20.0,,4.023299181035028,,2.673903862384788,61.18654889988883,
2634,9444.0,,,,Indiana,568.122.7384x5625,1017 Barker Glens Apt. 860,English,Donald,Johnson,Troy,Cook,,4011.0,,6516.0,Iowa,line,determine,4877.0,6817.0,001-055-712-3853,Mr.,2.0,"Wilson, Love and Graham",,,1612.0,12.0,91.81187446997706,3.529281676602802,79.11694362502607,,76.76985340042629,3779.8987136096102
2635,5650.0,Conleyville,,,Illinois,322-564-2457,9910 Rogers Tunnel Apt. 965,French,,Rojas,Eric,Sharp,North Cynthia,5843.0,50971.0,2615.0,Rhode Island,save,,9096.0,8066.0,987.049.4567,Dr.,1.0,Hatfield LLC,1071.0,,2519.0,16.0,85.82915658207993,4.758311102989595,84.51580791416896,,98.78101092812119,1848.9839346913332
2636,,Burchside,Syrian Arab Republic,,Maine,001-862-932-3448,99717 Campbell Junctions,,Allen,Jones,Seth,Nash,Diamondshire,7685.0,26655.0,6851.0,North Carolina,charge,billion,,7072.0,001-200-413-1649,Mrs.,1.0,Lucas LLC,1108.0,,,20.0,93.82688611522916,3.422860556900801,86.80410547398282,4.69172778110461,68.65550018313134,3584.664021041943
2637,2956.0,,,9.0,Rhode Island,001-956-338-2217x9929,,Spanish,Bridget,Anderson,Amy,Reynolds,Port Melvin,8328.0,26300.0,7181.0,,,throw,2159.0,8215.0,138-497-9877,Mrs.,7.0,Ray-York,4140.0,14446.0,3962.0,6.0,84.73135309078347,4.2939222875553344,,3.078194355307317,87.77123681957431,4299.239314919605
2638,6857.0,East Cristinaburgh,South Georgia and the South Sandwich Islands,10.0,Arkansas,,8578 Stacey Streets,Spanish,Hannah,Fitzpatrick,Victor,,,2329.0,14179.0,1858.0,Minnesota,today,series,1821.0,,622.302.8775x3746,Dr.,7.0,Benson-Velasquez,7177.0,16810.0,3706.0,9.0,,2.6963554587898244,93.22827439062407,1.0694880242270735,97.87783971001265,1735.0462719698749
2639,8014.0,South Patricia,Djibouti,6.0,,8911038390,19058 Morgan Grove,English,,Gray,Beth,Haney,North Jenniferhaven,8323.0,69811.0,4961.0,,,senior,3150.0,2640.0,456.289.6076x91228,Dr.,7.0,,8276.0,11136.0,4886.0,15.0,92.17762254491856,,81.44778891899789,,77.26663757661431,4754.204211116074
2640,,Smithside,Zambia,3.0,New Mexico,001-958-126-4007x67759,2570 Young Trace,,Kelly,,,Brown,Lake Amberview,3952.0,90698.0,,South Dakota,security,ball,5980.0,,,,8.0,Brooks-Proctor,2099.0,10583.0,3777.0,8.0,,,84.60046541846235,1.8351404444233,,1132.6584058134497
2641,1366.0,Sanchezport,,,,5944795545,650 Michael Turnpike Apt. 201,Spanish,Christine,,Kelly,Phillips,Bakerton,2111.0,62202.0,6687.0,Florida,,,4460.0,7050.0,582-182-1410,Dr.,,"Gomez, Heath and Villanueva",8792.0,19648.0,1670.0,8.0,86.883065888895,3.9124633691872863,83.78082551975798,,69.5068278178302,3745.0307851403227
2642,5615.0,,Djibouti,1.0,Vermont,5946270855,4872 Barber Hills Apt. 440,French,Felicia,Gonzales,Dustin,Scott,New Hollyland,5681.0,,5355.0,Arkansas,,factor,6744.0,6444.0,628-726-0960x4786,Dr.,,Small-Paul,2188.0,,3442.0,,90.40384579120253,2.5116978521107622,86.21995356108998,,60.09777839484836,
2643,,East Charles,Brazil,5.0,Illinois,+1-805-357-8745,,English,Meredith,Anderson,Samuel,Hall,Frazierborough,,12309.0,3296.0,Arkansas,soon,,8624.0,8223.0,450-317-2507x8318,Mrs.,8.0,"Andersen, Gallagher and Wilson",2393.0,7615.0,1709.0,18.0,80.75822707702262,1.2226132123981568,83.98064012190761,4.537842218438316,80.43631411587404,
2644,8133.0,Payneborough,Christmas Island,8.0,Kentucky,3892316950,229 Gonzalez Tunnel,,,Johnson,,Sanders,Janetview,6228.0,,,Pennsylvania,,professor,9215.0,1579.0,,Dr.,2.0,"Crosby, Moss and Young",5583.0,7979.0,2859.0,6.0,85.6800175096787,,78.1037619134403,3.941352562352231,81.41791370187354,2779.61786953467
2645,5362.0,Kathleenburgh,Antigua and Barbuda,5.0,,(795)272-9914x45732,,French,,Park,,Martinez,New Jacksonburgh,2180.0,,9414.0,Wisconsin,structure,certain,3934.0,3869.0,178.828.3603,Dr.,10.0,Rodriguez LLC,3380.0,6018.0,2639.0,11.0,82.71306610746704,3.771878172762209,82.96382785413317,3.7748064621475534,89.7000995355225,4839.942904685446
2646,1470.0,,Malawi,6.0,Rhode Island,,830 Joshua Alley,French,Willie,Mejia,Adam,Jones,New Samuelshire,6676.0,48516.0,9509.0,,book,modern,3998.0,,4461629097,Mrs.,5.0,Luna Group,1868.0,19770.0,2192.0,,87.48723085721129,2.6763449420236,82.581735771073,2.296175871412581,89.62606575520016,2083.0069330653423
2647,4095.0,,Guernsey,,Idaho,+1-544-259-6262x84981,0802 Aguirre Springs Suite 932,Spanish,,Woods,Roger,Taylor,South Louis,5889.0,,5669.0,Wisconsin,home,check,7528.0,7543.0,+1-981-552-8258x87499,Mr.,2.0,Gray Group,7831.0,,3836.0,5.0,91.64118280767326,4.544466103026714,93.77019641274016,2.759842847455486,87.7909796320281,2028.2784973626096
2648,6558.0,Kennethborough,Iran,9.0,,9062509953,,German,Herbert,Knight,,Sharp,,3892.0,84659.0,7419.0,Rhode Island,,east,8699.0,2405.0,,Mr.,,"Gomez, Banks and Torres",6927.0,12553.0,1890.0,19.0,89.90202145564538,3.779507435876382,,3.189819899384385,81.45370997812486,1056.3760233378061
2649,,,Jordan,6.0,Nevada,,0093 Kaiser Ranch,English,Tyler,Rojas,,Lewis,New Allison,8490.0,75823.0,,,someone,general,9011.0,4701.0,705-678-6505,Dr.,6.0,Flynn Group,5466.0,11825.0,2302.0,20.0,,4.101744677648761,71.3214437279864,2.7359053220275222,65.69116798188742,3459.2867348775
2650,9708.0,,Namibia,5.0,Washington,,,Spanish,,Waters,Donald,Hahn,New David,,68391.0,8486.0,Idaho,recognize,,4653.0,6634.0,(166)853-7560,Mr.,6.0,"Daniels, Petty and Luna",9941.0,,,17.0,,4.182261693440051,,4.186595648196455,65.8651050608101,2604.2148377602516
2651,2065.0,,Kazakhstan,10.0,California,(982)530-3349x470,63504 Rodriguez Light Suite 882,English,Cameron,,Erin,Mcmillan,South Katherineville,3259.0,89065.0,3133.0,New Hampshire,,which,8959.0,9191.0,(022)735-8018,Dr.,2.0,"Steele, Wilson and Rodriguez",,9213.0,1489.0,19.0,80.48322422820014,2.3664004861079193,,1.2981272830210258,,2696.981073417526
2652,2518.0,,Montserrat,2.0,Missouri,,405 Jill Crossing,German,Traci,Montes,Bryan,Carroll,Harrisberg,4282.0,81444.0,5043.0,Mississippi,,,4992.0,8002.0,+1-850-451-2294x950,,5.0,Sanchez-Rowland,,,3110.0,5.0,94.30817267017638,1.2970828619591503,90.98324931481763,3.56505353455005,75.11995563078355,4997.827782391013
2653,6186.0,Lake Jenniferview,,1.0,Delaware,,0855 Tucker Passage,German,,Mayer,Anna,Williams,Ronaldland,3929.0,65119.0,6386.0,Hawaii,down,effect,3576.0,2526.0,,Dr.,,"Gonzalez, Garcia and Schmidt",2050.0,,2909.0,11.0,96.15620581967974,4.520469134277111,89.02423701467961,4.986834802106278,,
2654,,,Palestinian Territory,3.0,Texas,001-736-812-5632,27958 James Court,,Jessica,,Allen,Moreno,Dianefort,4194.0,24956.0,9344.0,Kentucky,strong,make,8971.0,,001-973-989-8382,,,Guerrero and Sons,5424.0,6363.0,4434.0,17.0,94.25245860460478,1.3389632873773838,,4.908416468405868,,
2655,6288.0,,Sao Tome and Principe,9.0,Rhode Island,001-696-603-9494,,English,Matthew,Hughes,Shannon,Moore,Port Dana,,59481.0,9477.0,Kentucky,Mr,who,2172.0,9296.0,(523)059-9363,Dr.,3.0,Clay LLC,8208.0,,4813.0,8.0,88.48305986837406,3.7685567293893225,89.4861117236187,3.7406198203678778,79.43595494992215,4593.648317538849
2656,4638.0,Michaelshire,Lao People's Democratic Republic,3.0,Colorado,515-949-9452x1457,,German,Lindsay,Barron,Heather,Anderson,Dennisberg,1284.0,47350.0,,Tennessee,debate,resource,6867.0,6599.0,(994)957-8705,Mr.,9.0,Williams and Sons,1645.0,12856.0,2914.0,8.0,93.04156058343462,1.2192563555030707,90.67525559761225,1.2328606332832948,,2698.59528467184
2657,4416.0,Rossland,,6.0,New York,799.032.5759,356 Lisa Prairie,German,,Nguyen,,Chase,East Marc,7808.0,,2704.0,,woman,,9954.0,7688.0,+1-084-482-7922,Dr.,4.0,Sanchez LLC,8252.0,14782.0,2553.0,19.0,92.58898263223463,3.5924668285850254,77.3417710908286,,62.14834282622429,4897.782238345552
2658,,,Iran,9.0,Washington,,4600 Michael Stravenue Suite 606,English,Carol,Burch,Evan,Beck,Port John,9400.0,23137.0,2220.0,Wisconsin,,key,4130.0,4275.0,720.151.8155,Mr.,1.0,,1008.0,5839.0,3770.0,20.0,80.91793303694097,,83.88168385939845,,89.06051044959143,1047.282587654114
2659,6493.0,East Amandabury,French Guiana,7.0,,+1-342-955-5461x16064,,English,Damon,Nguyen,Wendy,Martin,,2882.0,41976.0,1169.0,,whole,prevent,3137.0,,001.765.2571x09816,Mr.,7.0,"Hill, French and Reeves",6701.0,15897.0,2183.0,20.0,,4.050404814788408,85.66794332668997,3.813317974885634,,1131.088438090932
2660,7502.0,North Erin,Iceland,6.0,,462.828.3520x68125,3057 John Light Suite 843,English,Leonard,Myers,,,Brendaville,9951.0,77535.0,9076.0,,chance,,8190.0,,,Dr.,5.0,Davis-Gibbs,,15159.0,4691.0,20.0,,3.497481190876837,85.07615213717725,2.07612161780662,,3771.2750629768607
2661,4863.0,,,9.0,,692.585.9729,,,Craig,Campbell,Andrea,Thompson,Tammyton,8346.0,13360.0,4423.0,Louisiana,range,environmental,5820.0,,(795)103-1509,Dr.,4.0,Brown-Villa,,19223.0,3454.0,18.0,85.78323995105963,4.468272499694558,94.69410234155227,3.99266437617636,70.17619694215553,
2662,7508.0,East Angela,Bahamas,10.0,,995-496-2604,623 David Terrace,,Michael,Beasley,Deborah,Thompson,Valdezshire,3212.0,,5093.0,Minnesota,receive,series,4927.0,8006.0,757.549.5913x858,,3.0,"Rhodes, Garcia and Bowen",7284.0,,3777.0,13.0,92.04108303540968,1.6630539910839892,77.03201630774524,2.617854156619711,64.52023188746628,4114.241234028301
2663,2991.0,Kaylaview,Niue,2.0,North Dakota,,7838 Debra Point Apt. 793,French,Joseph,Casey,Melanie,Dominguez,Marshallstad,2535.0,,8278.0,,seven,though,8768.0,3803.0,(759)879-9455,,7.0,Sparks Ltd,5779.0,5644.0,4854.0,16.0,81.67248189604445,4.592285275321171,74.69135497479802,2.8343438189456434,91.23906760910124,3450.439416389178
2664,6443.0,,Guyana,,Arkansas,,580 Austin Turnpike Apt. 197,French,Catherine,Williams,Caleb,Kent,Sandovalborough,7856.0,11471.0,7969.0,Illinois,support,important,5556.0,4033.0,,Mrs.,4.0,Johnson-Butler,7942.0,,4078.0,17.0,,4.085785531501998,87.16817591486961,,81.34292814588912,3974.1693042534475
2665,3162.0,,Djibouti,8.0,Maryland,101-613-8071,70293 Meyer Key Suite 460,Spanish,Emma,Moody,Edward,Reyes,Fullerport,,,8216.0,,ever,might,,6456.0,332.312.7094x7660,Mr.,,"Griffith, Hill and Soto",9686.0,10246.0,2406.0,20.0,,4.233337992302031,81.44512711114783,3.3948467271715166,61.857058942299645,2452.680364875942
2666,8069.0,Smithberg,Saint Lucia,,,(547)052-7027x95600,76247 Wyatt Route Apt. 654,German,Michelle,Martin,Melissa,Campbell,Peterview,7998.0,,4803.0,Georgia,,serious,3288.0,7040.0,861.059.3491x79345,Dr.,3.0,Reeves-Gonzales,,13457.0,3085.0,7.0,84.95058406078564,3.352923053868844,,1.233248269898858,98.24010336979845,4187.8551047268265
2667,,North Nathan,Hungary,,Nevada,4838255679,350 Hudson Lakes Apt. 947,Spanish,Joshua,Cunningham,Shannon,Martinez,Lake Jordan,3058.0,57853.0,2149.0,North Dakota,,another,9786.0,,219.499.9014,,3.0,"Ballard, Adams and Hunter",5640.0,17033.0,1184.0,16.0,87.99575697331765,2.0621332028717103,70.6702297488111,3.468810694740975,82.31364322803309,1836.3989049988195
2668,1594.0,Port Rachelburgh,Somalia,5.0,Indiana,+1-666-126-5863x723,,German,,Chang,Erik,Ramirez,East Evelyn,2299.0,,3641.0,South Carolina,name,baby,6841.0,,133-722-3389x06402,Mrs.,,,,10199.0,,19.0,93.25947499752733,1.4371212749830247,92.5340550982505,,98.5119176080089,4644.17620602651
2669,9012.0,New Jacob,Montserrat,,Louisiana,(996)431-3874,491 Bradley Glens,German,Emily,Nichols,Teresa,Estrada,Ashleyhaven,3866.0,13828.0,,Wisconsin,check,behind,5476.0,3115.0,509.473.5212x921,,6.0,Arnold Group,2160.0,13752.0,2025.0,,92.19370418516722,,85.24220175182502,3.6732481418688785,89.07583901927084,
2670,5721.0,,Czech Republic,1.0,Arkansas,001-345-338-6371x41818,00870 Kathleen Village Suite 482,French,Andrea,Hansen,Nicole,,Rogersstad,7919.0,25481.0,6996.0,Virginia,despite,choice,6582.0,5165.0,936.700.2128,Mr.,3.0,Newton Inc,4977.0,10848.0,4386.0,18.0,,3.664033776809116,71.30788307985928,3.63631827992081,88.92852088643511,1794.2385271440262
2671,4225.0,,,10.0,,(115)099-1742,26387 Jennifer Trail,German,Christopher,Fields,David,,North Michael,,97452.0,,Arkansas,star,,7444.0,9099.0,576-131-1227,Dr.,5.0,Lee-Shelton,9714.0,5136.0,4594.0,6.0,95.92549534746661,1.5911868410301508,91.46065168429,2.05878890022228,73.8466154385208,
2672,,,Jersey,9.0,Indiana,(962)133-2857x983,,,James,,,,Patelhaven,8068.0,87436.0,8460.0,Washington,loss,change,6103.0,,(747)276-5443x28916,Dr.,3.0,"Fritz, Hughes and Young",3199.0,5141.0,2371.0,15.0,85.33712072551012,4.3049374569644145,,3.06816660969672,,2937.078712027922
2673,8768.0,South Alantown,,7.0,Michigan,099.475.2458x570,645 Curtis Hollow Suite 008,English,Christopher,Ortiz,Samuel,,West Rhondafort,5377.0,,,Indiana,analysis,laugh,6634.0,3523.0,(133)693-7891x68048,,,,3308.0,6052.0,4497.0,14.0,88.46864661195406,3.732355870466971,85.22125578091367,3.159329541922833,,
2674,4644.0,Lake Jessica,Saint Vincent and the Grenadines,8.0,Mississippi,,35054 Theresa Ranch,German,John,Rivera,Christopher,,,7859.0,59276.0,,Vermont,reality,kid,7020.0,9620.0,001-151-284-1294x35068,Mr.,4.0,,5061.0,12465.0,4925.0,8.0,88.67202145590669,3.1905733024731546,76.30174925219136,,91.77606757866711,1720.9509635151644
2675,,,Venezuela,4.0,Michigan,001-435-280-2965x61299,17026 Gill Junction Apt. 158,German,Randy,,Tiffany,West,New Zacharyborough,6859.0,37976.0,2769.0,Alabama,black,whom,7348.0,1198.0,1144847668,,7.0,,,,1750.0,20.0,86.04708254066136,1.1896771731576972,76.78559566738775,4.202438865424897,84.8597904539644,4588.2230156937
2676,1028.0,Duranburgh,Guinea-Bissau,10.0,Nevada,,77647 Mark Fords Suite 685,Spanish,Kevin,Franklin,Samantha,Garcia,,3982.0,98987.0,5254.0,Virginia,question,respond,,4428.0,+1-151-576-4130x125,,2.0,,,15152.0,4766.0,,,3.167032704494495,81.52560449032268,2.8825485208822155,71.72776230537315,2317.5576780057263
2677,7977.0,Conleybury,Guernsey,,,264-930-8248,3948 Flores Club Apt. 725,German,Mark,Williams,Jeremiah,Long,Port Joseph,3309.0,13637.0,7208.0,New Hampshire,article,thing,4686.0,,,Mrs.,5.0,"Wilcox, Cannon and Luna",,6134.0,1965.0,13.0,80.07688513457656,4.672269213508864,93.15510939715716,,,4964.498421309016
2678,2615.0,New Markbury,,8.0,Connecticut,,,French,Melinda,Brock,George,,Fowlerview,2860.0,72720.0,7756.0,Arizona,soldier,none,4605.0,9000.0,605-941-0232x02268,Mrs.,8.0,Mccullough LLC,1053.0,16325.0,,18.0,83.27591111151003,2.814713726427297,,,,
2679,5886.0,Williamshaven,Tanzania,5.0,Nebraska,001-651-166-1349x21055,07219 Brittney Streets,Spanish,,,Richard,,Susanstad,4258.0,32832.0,1572.0,Idaho,age,by,,1870.0,,,6.0,"Jordan, Phillips and Banks",9453.0,14876.0,1111.0,8.0,82.75744173769155,2.115200038000616,94.43634914755557,2.1453710433133235,71.78423865989357,3416.1712897539473
2680,1544.0,Melissaport,Bulgaria,,Kansas,7991761402,020 Taylor Streets,Spanish,Jennifer,Thornton,Michael,Friedman,Williamsbury,2999.0,37562.0,6971.0,,,avoid,8821.0,2030.0,(909)775-6210,Dr.,4.0,Sandoval and Sons,6725.0,11670.0,1486.0,7.0,97.66139087440479,2.6383580432648777,90.08293576576988,,65.29251626170593,4686.383314132463
2681,9769.0,Harrishaven,Senegal,10.0,California,569.412.7812x197,,English,Kimberly,,Juan,Hancock,Walkerberg,,,9230.0,,nature,live,7255.0,7663.0,,Mrs.,3.0,,1462.0,15768.0,2715.0,15.0,91.03920415447516,3.07384020180273,91.65972447322174,4.871201641323137,64.0855241950653,1140.4928604161637
2682,3079.0,South James,Eritrea,1.0,South Carolina,767.559.3564x612,6926 Wendy Corner,French,Jacob,Fuller,Jennifer,,,,39228.0,7698.0,Pennsylvania,,,4885.0,4074.0,(670)521-3434x1333,Mrs.,,Richard-Nolan,,8953.0,2016.0,6.0,83.83723685939566,2.759970514780937,,4.23370509996867,96.54361803846595,3861.8931099908295
2683,4143.0,South Kaitlynside,,10.0,,2326583959,665 Booth Mills,Spanish,Kari,Guerrero,Amanda,,Roberttown,,23913.0,6728.0,New Hampshire,join,real,1664.0,1813.0,(641)945-7314,Mr.,8.0,"Adams, Williams and Estrada",,11780.0,3603.0,10.0,,,91.8584441304475,2.6734792348162237,,4199.202978804229
2684,6495.0,South Jamestown,Saint Helena,1.0,New York,315-855-3955,27663 Aaron Run,English,Tiffany,Aguilar,William,Harrington,East Edwinberg,9862.0,79424.0,4428.0,North Dakota,enter,against,6541.0,6781.0,,Mr.,,,2253.0,,,5.0,88.84776915461983,4.389743750870467,83.94001653493919,2.9530801337834083,90.33184552131482,
2685,5809.0,Martinezfort,Palestinian Territory,6.0,Massachusetts,001-503-276-5360x98767,1209 Jennifer Rue,Spanish,Wendy,Moore,,Bailey,Riveraborough,6989.0,16589.0,2397.0,,detail,west,8308.0,7215.0,(913)294-8351,,9.0,,2270.0,10225.0,3854.0,14.0,86.24090326731273,4.447064385135683,78.2832290816306,2.605359505912929,,2732.0336200625734
2686,7426.0,East Walterland,American Samoa,4.0,Montana,001-352-494-9976x35388,,German,Christian,Barnett,Danielle,Perez,East Michael,1534.0,13747.0,7701.0,Missouri,kitchen,ball,7442.0,7048.0,162.067.9083x85065,,7.0,Acevedo Group,,5470.0,1676.0,10.0,86.09459366285188,,74.28389607274349,3.651089445451247,88.19571660169794,
2687,8798.0,,Aruba,5.0,Maine,,5136 Edward Station,English,Brandon,Mcguire,Joseph,Bauer,Chavezfort,7524.0,78436.0,8831.0,,,wall,,,001-063-976-1828x08026,Mrs.,5.0,"Jacobs, Nguyen and Ryan",,11391.0,3413.0,14.0,83.16085612523126,3.00600611837391,73.90797760217183,3.770716215392907,81.30462646190776,2146.233899861798
2688,8327.0,North Amyshire,Cambodia,5.0,Alaska,,461 Jessica Village Suite 118,,Diane,Garcia,Maureen,,Juliaville,9504.0,97411.0,5237.0,,last,wear,,8348.0,(925)129-6575x17072,Mrs.,1.0,,3525.0,5728.0,1993.0,,92.05727909478506,4.358940323427671,74.18904494764121,3.4675751787541516,82.21951272101632,4618.566794999586
2689,,Port Thomas,Saint Helena,7.0,Washington,233-235-3267,955 King Glens Apt. 281,English,Heather,Richard,,Hart,West Todd,2091.0,,3352.0,Illinois,military,strategy,8723.0,2696.0,001-286-007-6342x441,Dr.,4.0,Roman PLC,3745.0,8434.0,4054.0,10.0,,1.8319406469899637,80.81476936948397,2.526541129438707,77.45915173893057,2171.9195880525112
2690,2439.0,Rogerberg,,5.0,Virginia,(843)750-7588,5396 Waters Point,,Nicholas,,Megan,Oneill,,,27059.0,4041.0,Idaho,meet,your,4699.0,1279.0,,,4.0,"Ramirez, Franklin and Watson",,13931.0,2594.0,,,3.166314175797207,86.58505681488587,2.3516966458008466,,3116.7371410956507
